 Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Std, Bwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Max, Bwd IAT Min, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes, Subflow Bwd Bytes,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
103419797.0996728,1.0776799585706889,0.0462270564242012,6.321028129302996,12.887502112194351,6.24332191780822,0.0,0.1548936850178029,0.0,2000009.4384446857,800000.1326768227,1541289.7283588257,12048410.404624278,49574167.604381934,-10.34766314913094,102141666.66666666,49574166.66666666,-10.526666266666666,6120471.466666667,3034700.29,0.0003167166666666,0.0,1454.6250000000002,196.0347241378968,400.0471229,160037.7005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,186.75053699625,3.097750193948798,739.7507723565299,21.78657731749416,6.321028129302996,12.887502112194351,34849.611964125004,0.0170154058506329,58616.490474000006,11082.73345425,49574166.66666666,3716.036718090352,49574166.66666666,49574166.66666666,BENIGN
240.9318847064738,1.0051786639047129,0.0054384772263766,6.023779861429851,0.2155401050123097,6.038356164383561,0.1304347826086956,0.0,48.00000000000001,2096618.577364794,805797.1234629399,39.08348815843158,127.37023748916184,228.24999585625,-9.521494723696408,3.433333333333333,3.3666666666666663,-10.526666266666666,0.1542975999999999,0.1540456999999999,0.0009501499999999,0.56973293768546,53.62602739726028,40.36034764649519,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,47.073417721518986,3.0579260408585465,105.1631760078386,20.215250279216164,6.023779861429851,0.2155401050123097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
215.81266211987543,1.0051786639047129,0.0054384772263766,6.0520184468778,0.8891029331757775,6.083904109589041,0.2853260869565217,0.0,198.0,2361673.634045817,806477.7547943925,35.09034183715673,80.10707461416185,161.7583304020139,-9.108410510979144,163.08333333333331,159.91666666666666,57.983352333333336,0.2057301333333333,0.2053942666666666,0.0012668666666666,1.2462908011869438,202.45736301369865,123.07484725925048,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,142.10672468354431,3.126713214378071,433.7981010323342,20.215250279216164,6.0520184468778,0.8891029331757775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
345.7396754988324,1.0,0.0027192386131883,6.024151421764692,0.2828963878286565,6.07791095890411,0.2649456521739131,0.0,126.0,2080184.938608604,802015.1354346602,165.07413928624482,0.0,335.9833272251389,153.23368508690604,0.0,0.0,-12.0,0.0,0.0,0.0,1.1572700296735905,131.01832191780824,87.24521698888167,35.21836642,1240.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,120.52911392405063,3.117662270493923,276.05333702057635,20.17220022337293,6.024151421764692,0.2828963878286565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
132.659373557343,1.0051786639047129,0.0054384772263766,6.0260092234389,0.229011361575579,6.041952054794521,0.1426630434782608,0.0,51.0,2189845.694488693,810596.0484184724,21.871650571287795,67.40400422471097,123.04166444131948,-9.521494723696408,3.433333333333333,3.3666666666666663,-10.526666266666666,0.1542975999999999,0.1540456999999999,0.0009501499999999,0.6231454005934719,56.60265410958905,43.35724980637763,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,50.516653481012646,3.0633566071890352,111.73587450832852,20.344400446745865,6.0260092234389,0.229011361575579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
216.67884220906848,1.0051786639047129,0.0,6.004458724018097,0.0,6.007191780821918,0.0244565217391304,0.0,0.0,2008064.7360662487,803225.8285139411,103.52460807954262,0.0,210.5749961785417,91.68413739203356,212.86666666666665,208.7333333333333,79.34669146666667,0.0,0.0,0.0,0.1068249258160237,11.953253424657536,7.993804319764875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.263765822784809,3.010861132660977,0.0,20.215250279216164,6.004458724018097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
93.68126954365594,1.0051786639047129,0.0054384772263766,6.0260092234389,0.229011361575579,6.041952054794521,0.1426630434782608,0.0,51.0,2270440.4712706464,815094.3614675467,15.675389040411734,47.25569323446532,86.84999843458336,-9.934578936413676,2.575,2.5249999999999995,-10.8949997,0.1028650666666666,0.1026971333333333,0.0006334333333333,0.6231454005934719,56.60265410958905,43.35724980637763,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,50.516653481012646,3.0633566071890352,111.73587450832852,20.215250279216164,6.0260092234389,0.229011361575579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
168187.18791861375,1.0051786639047129,0.0054384772263766,6.022293620090486,0.7723520429607765,6.035958904109589,0.1222826086956521,0.0,172.0,2000346.996891502,800008.2623659805,26737.122088295146,93010.75552384394,163264.9720229919,-10.34766314913094,0.8583333333333333,0.8416666666666666,-11.631666566666668,9.8750464,9.8589248,0.0608095999999999,0.5341246290801188,176.65993150684932,88.71036915926518,77.77660317,6049.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,102.62428797468354,3.054305663304888,376.83471402808834,20.344400446745865,6.022293620090486,0.7723520429607765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
14559995.442864353,1.036250647332988,0.0190346702923181,6.685528817782441,1.692887908117516,6.7275684931506845,0.0,0.658595521738082,0.0,2000025.9892086568,800000.3790643038,495980.2436925615,2336489.98775289,8383018.522141345,13.198136975753174,10128333.333333334,8383016.833333333,54.30001800000001,853780.0533333333,523755.38,0.2555903499999999,0.0,608.2708047945205,164.2697648653011,239.9986024,57599.32917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,162.0927953892563,3.417474786656323,235.99117470057732,20.96862625647274,6.685528817782441,1.692887908117516,91855.8392526,0.0,91855.8392526,91855.8392526,8383016.833333333,0.0,8383016.833333333,8383016.833333333,BENIGN
6423561.358972419,1.0,0.0135961930659415,6.002229362009048,0.0673562828163467,6.007191780821918,0.0244565217391304,0.0,6.000000000000001,2000001.0290085813,800000.3457480125,612684.3631014387,2740221.109284682,6213554.553366721,-10.34766314913094,0.0,0.0,-12.0,381050.4727381333,379077.6611541,0.0003167166666666,0.1068249258160237,11.953253424657536,7.993804319764875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.285714285714286,9.42737341772152,3.010861132660977,13.145397000979823,20.10762513960808,6.002229362009048,0.0673562828163467,1676.5000398,0.0,1676.5000398,1676.5000398,6213552.824999999,0.0,6213552.824999999,6213552.824999999,BENIGN
